date,Time,magnitude,zone,description
9/25/2021,19:47,2.9,ZONA SEISMICA VRANCEA BUZAU,
9/25/2021,8:48,2.8,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
9/25/2021,5:53,3.2,ZONA SEISMICA VRANCEA VRANCEA,
9/24/2021,20:43,3.5,ZONA SEISMICA VRANCEA VRANCEA,
9/23/2021,20:41,2.8,ZONA SEISMICA VRANCEA VRANCEA,
9/23/2021,18:52,2.2,ZONA SEISMICA VRANCEA BRASOV,
9/19/2021,10:03,2.2,ZONA SEISMICA VRANCEA VRANCEA,
9/18/2021,21:05,3.5,ZONA SEISMICA VRANCEA VRANCEA,
9/17/2021,9:17,3.1,ZONA SEISMICA VRANCEA BUZAU,
9/16/2021,22:36,2.1,OLTENIA GORJ,
9/16/2021,7:09,2.6,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2021,11:27,3.2,ZONA SEISMICA VRANCEA BUZAU,
9/11/2021,9:17,2.2,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
9/10/2021,20:31,4.1,ZONA SEISMICA VRANCEA BUZAU,
9/10/2021,16:02,2.3,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
9/9/2021,11:57,3.6,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
9/9/2021,10:53,2.5,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
9/9/2021,8:17,2.8,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
9/9/2021,8:10,2.7,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
9/7/2021,23:26,2.5,ZONA SEISMICA VRANCEA COVASNA,
9/7/2021,5:01,3.5,OLTENIA VALCEA,
9/6/2021,1:25,2,ZONA SEISMICA VRANCEA VRANCEA,
9/1/2021,13:32,4.5,ZONA SEISMICA VRANCEA BUZAU,
9/1/2021,3:28,2.4,ZONA SEISMICA VRANCEA BUZAU,
8/31/2021,13:05,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/28/2021,7:56,2.8,ZONA SEISMICA VRANCEA BUZAU,
8/27/2021,5:52,2.1,ZONA SEISMICA VRANCEA VRANCEA,
8/27/2021,5:30,3.2,ZONA SEISMICA VRANCEA VRANCEA,
8/25/2021,22:34,3,ZONA SEISMICA VRANCEA BUZAU,
8/25/2021,7:42,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/24/2021,12:04,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/23/2021,20:08,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/21/2021,9:47,2.3,BANAT TIMIS,
8/20/2021,18:32,2,ZONA SEISMICA VRANCEA BUZAU,
8/18/2021,9:51,2.2,TRANSILVANIA CLUJ,
8/18/2021,9:45,2.1,TRANSILVANIA CLUJ,
8/17/2021,22:52,2.2,DOBROGEA CONSTANTA,
8/17/2021,4:51,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/16/2021,23:14,2.4,ZONA SEISMICA VRANCEA BUZAU,
8/14/2021,21:30,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/14/2021,3:26,2,BANAT CARAS-SEVERIN,
8/13/2021,11:11,2.2,BUCOVINA SUCEAVA,
8/12/2021,18:04,2.7,ZONA SEISMICA VRANCEA BUZAU,
8/12/2021,17:38,2.7,ZONA SEISMICA VRANCEA BUZAU,
8/12/2021,16:57,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/11/2021,12:31,4.2,ZONA SEISMICA VRANCEA BUZAU,
8/11/2021,1:32,2.5,ZONA SEISMICA VRANCEA BUZAU,
8/11/2021,1:22,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/11/2021,1:06,2.9,ZONA SEISMICA VRANCEA BUZAU,
8/9/2021,2:59,2.4,ZONA SEISMICA VRANCEA BUZAU,
8/8/2021,21:39,2.3,ZONA SEISMICA VRANCEA VRANCEA,
8/7/2021,11:24,3.7,ZONA SEISMICA VRANCEA VRANCEA,
8/3/2021,5:40,2.2,MOLDOVA VASLUI,
8/2/2021,18:20,2.2,MOLDOVA VASLUI,
8/2/2021,18:02,3.2,ZONA SEISMICA VRANCEA VRANCEA,
8/2/2021,0:34,2,MOLDOVA VASLUI,
8/1/2021,21:23,2.1,MOLDOVA VASLUI,
8/1/2021,21:09,2.7,MOLDOVA VASLUI,
8/1/2021,20:57,4.1,MOLDOVA VASLUI,
8/1/2021,14:32,2.2,MOLDOVA VASLUI,
8/1/2021,12:42,2,CRISANA SALAJ,
8/1/2021,3:41,2.3,ZONA SEISMICA VRANCEA BUZAU,
8/1/2021,2:24,2.3,MUNTENIA BRAILA,
8/1/2021,0:09,3.3,ZONA SEISMICA VRANCEA BUZAU,
7/31/2021,14:09,3.2,ZONA SEISMICA VRANCEA VRANCEA,
7/29/2021,22:53,2.9,ZONA SEISMICA VRANCEA BUZAU,
7/29/2021,20:57,2.8,ZONA SEISMICA VRANCEA VRANCEA,
7/28/2021,7:01,2.6,MUNTENIA BRAILA,
7/28/2021,4:27,2.6,ZONA SEISMICA VRANCEA BUZAU,
7/27/2021,23:19,2.6,TRANSILVANIA COVASNA,
7/27/2021,11:08,2.8,ZONA SEISMICA VRANCEA BUZAU,
7/24/2021,23:36,2.5,BANAT TIMIS,
7/24/2021,22:31,2.8,ZONA SEISMICA VRANCEA BUZAU,
7/23/2021,17:23,2.1,TRANSILVANIA CLUJ,
7/22/2021,6:35,2,BUCOVINA SUCEAVA,
7/17/2021,20:15,3.6,ZONA SEISMICA VRANCEA BUZAU,
7/13/2021,2:51,3.6,ZONA SEISMICA VRANCEA VRANCEA,
7/12/2021,10:58,2.1,MARAMURES SATU MARE,
7/12/2021,5:11,2.3,ZONA SEISMICA VRANCEA VRANCEA,
7/12/2021,3:09,4.1,ZONA SEISMICA VRANCEA BUZAU,
7/11/2021,19:17,2.6,ZONA SEISMICA VRANCEA VRANCEA,
7/9/2021,16:38,3.8,ZONA SEISMICA VRANCEA BUZAU,
7/9/2021,15:37,3.2,ZONA SEISMICA VRANCEA VRANCEA,
7/9/2021,1:16,2.1,BUCOVINA SUCEAVA,
7/6/2021,14:20,4.3,ZONA SEISMICA VRANCEA BUZAU,
7/5/2021,21:27,3.2,ZONA SEISMICA VRANCEA BUZAU,
7/4/2021,14:02,2.8,ZONA SEISMICA VRANCEA BUZAU,
7/2/2021,6:33,2.5,ZONA SEISMICA VRANCEA COVASNA,
7/2/2021,3:05,2.2,DOBROGEA TULCEA,
6/30/2021,9:46,2.9,ZONA SEISMICA VRANCEA BUZAU,
6/29/2021,22:34,2.3,MUNTENIA DAMBOVITA,
6/27/2021,5:31,2.7,ZONA SEISMICA VRANCEA BUZAU,
6/23/2021,3:29,3.3,ZONA SEISMICA VRANCEA VRANCEA,
6/22/2021,21:06,3,ZONA SEISMICA VRANCEA VRANCEA,
6/21/2021,0:06,2.3,ZONA SEISMICA VRANCEA VRANCEA,
6/20/2021,7:50,3.3,ZONA SEISMICA VRANCEA VRANCEA,
6/20/2021,2:31,3,ZONA SEISMICA VRANCEA BUZAU,
6/19/2021,18:10,3.3,ZONA SEISMICA VRANCEA VRANCEA,
6/18/2021,21:59,2.4,ZONA SEISMICA VRANCEA BUZAU,
6/17/2021,14:08,2.8,ZONA SEISMICA VRANCEA BUZAU,
6/17/2021,12:48,3.3,ZONA SEISMICA VRANCEA BUZAU,
6/17/2021,10:02,3.3,ZONA SEISMICA VRANCEA VRANCEA,
6/17/2021,5:25,3,ZONA SEISMICA VRANCEA VRANCEA,
6/16/2021,20:57,2.8,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
6/16/2021,19:22,2.5,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
6/15/2021,21:52,2.4,ZONA SEISMICA VRANCEA BUZAU,
6/15/2021,6:31,2.1,ZONA SEISMICA VRANCEA VRANCEA,
6/15/2021,3:51,2,ZONA SEISMICA VRANCEA VRANCEA,
6/15/2021,3:08,3.1,ZONA SEISMICA VRANCEA VRANCEA,
6/14/2021,13:36,3.4,ZONA SEISMICA VRANCEA VRANCEA,
6/14/2021,13:09,2.3,ZONA SEISMICA VRANCEA VRANCEA,
6/14/2021,12:54,3.2,ZONA SEISMICA VRANCEA VRANCEA,
6/6/2021,13:48,2.5,BANAT CARAS-SEVERIN,
6/6/2021,0:07,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/3/2021,22:36,3,ZONA SEISMICA VRANCEA BUZAU,
6/3/2021,20:59,2.7,ZONA SEISMICA VRANCEA BUZAU,
6/3/2021,17:54,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/1/2021,5:36,3.1,ZONA SEISMICA VRANCEA BUZAU,
5/29/2021,20:10,2.8,OLTENIA GORJ,
5/29/2021,4:16,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/27/2021,11:22,2.2,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
5/26/2021,0:30,4.7,ZONA SEISMICA VRANCEA BUZAU,
5/24/2021,1:33,3,ZONA SEISMICA VRANCEA VRANCEA,
5/23/2021,7:36,2.8,BANAT CARAS-SEVERIN,
5/21/2021,13:58,2.4,CRISANA ARAD,
5/21/2021,13:32,2.8,ZONA SEISMICA VRANCEA BUZAU,
5/18/2021,19:25,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/18/2021,4:59,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/16/2021,13:44,2.9,ZONA SEISMICA VRANCEA VRANCEA,
5/11/2021,23:03,2.3,ZONA SEISMICA VRANCEA VRANCEA,
5/10/2021,17:13,3.5,ZONA SEISMICA VRANCEA VRANCEA,
5/9/2021,3:15,2.9,ZONA SEISMICA VRANCEA BUZAU,
5/5/2021,2:22,2.2,ZONA SEISMICA VRANCEA VRANCEA,
5/3/2021,23:21,3,ZONA SEISMICA VRANCEA BUZAU,
5/3/2021,1:47,2.6,ZONA SEISMICA VRANCEA BUZAU,
4/30/2021,4:12,2.4,ZONA SEISMICA VRANCEA COVASNA,
4/27/2021,6:40,2.9,ZONA SEISMICA VRANCEA VRANCEA,
4/25/2021,23:14,2.5,ZONA SEISMICA VRANCEA VRANCEA,
4/22/2021,16:46,2.7,DOBROGEA TULCEA,
4/21/2021,16:52,2.4,ZONA SEISMICA VRANCEA VRANCEA,
4/20/2021,23:36,2.2,ZONA SEISMICA VRANCEA BUZAU,
4/18/2021,13:36,2.5,ZONA SEISMICA VRANCEA VRANCEA,
4/18/2021,13:03,3.8,ZONA SEISMICA VRANCEA BUZAU,
4/11/2021,23:39,2.1,ZONA SEISMICA VRANCEA BUZAU,
4/11/2021,10:48,2.5,ZONA SEISMICA VRANCEA VRANCEA,
4/9/2021,23:02,2.5,ZONA SEISMICA VRANCEA VRANCEA,
4/9/2021,21:36,4.5,ZONA SEISMICA VRANCEA VRANCEA,
4/9/2021,21:19,2.7,ZONA SEISMICA VRANCEA BUZAU,
4/9/2021,5:20,3.2,ZONA SEISMICA VRANCEA VRANCEA,
4/8/2021,22:54,3.8,ZONA SEISMICA VRANCEA VRANCEA,
4/8/2021,13:44,2.1,MARAMURES MARAMURES,
4/8/2021,12:38,2,CRISANA BIHOR,
4/7/2021,11:57,2,DOBROGEA CONSTANTA,
4/7/2021,3:28,2.6,ZONA SEISMICA VRANCEA BUZAU,
4/5/2021,23:00,2.4,ZONA SEISMICA VRANCEA VRANCEA,
4/4/2021,22:39,2.1,ZONA SEISMICA VRANCEA BUZAU,
4/4/2021,3:38,2.3,BANAT TIMIS,
4/3/2021,22:03,2.8,ZONA SEISMICA VRANCEA VRANCEA,
4/3/2021,6:42,3.4,ZONA SEISMICA VRANCEA VRANCEA,
4/2/2021,22:28,2.4,MOLDOVA VASLUI,
4/2/2021,11:35,2.7,ZONA SEISMICA VRANCEA VRANCEA,
4/1/2021,14:39,2,DOBROGEA CONSTANTA,
4/1/2021,0:00,3,ZONA SEISMICA VRANCEA VRANCEA,
3/31/2021,12:21,3.3,ZONA SEISMICA VRANCEA BUZAU,
3/28/2021,17:58,3.3,ZONA SEISMICA VRANCEA VRANCEA,
3/28/2021,13:39,2.7,ZONA SEISMICA VRANCEA BUZAU,
3/28/2021,5:55,2.3,ZONA SEISMICA VRANCEA VRANCEA,
3/24/2021,11:11,2.6,ZONA SEISMICA VRANCEA VRANCEA,
3/24/2021,6:28,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/23/2021,8:26,3.8,ZONA SEISMICA VRANCEA BUZAU,
3/22/2021,11:35,2.3,BANAT CARAS-SEVERIN,
3/21/2021,6:17,2,BANAT CARAS-SEVERIN,
3/20/2021,22:58,2.8,ZONA SEISMICA VRANCEA BUZAU,
3/20/2021,14:11,2.5,ZONA SEISMICA VRANCEA BUZAU,
3/20/2021,9:50,2.4,ZONA SEISMICA VRANCEA VRANCEA,
3/19/2021,0:13,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/18/2021,20:34,2.9,ZONA SEISMICA VRANCEA VRANCEA,
3/15/2021,16:57,2.9,ZONA SEISMICA VRANCEA VRANCEA,
3/15/2021,14:19,3.4,ZONA SEISMICA VRANCEA BUZAU,
3/15/2021,10:39,2.1,MOLDOVA VASLUI,
3/14/2021,20:54,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/14/2021,11:14,2,MOLDOVA BACAU,
3/14/2021,5:45,2,BANAT CARAS-SEVERIN,
3/13/2021,22:05,2.9,ZONA SEISMICA VRANCEA BUZAU,
3/12/2021,22:11,2.6,ZONA SEISMICA VRANCEA VRANCEA,
3/8/2021,0:34,3.9,ZONA SEISMICA VRANCEA BUZAU,
3/7/2021,11:52,4.1,ZONA SEISMICA VRANCEA BUZAU,
3/7/2021,9:22,3,ZONA SEISMICA VRANCEA VRANCEA,
3/3/2021,4:01,3,ZONA SEISMICA VRANCEA BUZAU,
3/2/2021,0:20,2.3,ZONA SEISMICA VRANCEA BUZAU,
2/28/2021,2:11,2.8,ZONA SEISMICA VRANCEA VRANCEA,
2/27/2021,23:13,4.2,ZONA SEISMICA VRANCEA BUZAU,
2/27/2021,1:16,2.2,ZONA SEISMICA VRANCEA VRANCEA,
2/24/2021,4:35,3.9,ZONA SEISMICA VRANCEA VRANCEA,
2/24/2021,2:07,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/23/2021,14:17,2.7,ZONA SEISMICA VRANCEA VRANCEA,
2/23/2021,9:20,2,OLTENIA MEHEDINTI,
2/21/2021,22:59,2.5,ZONA SEISMICA VRANCEA BUZAU,
2/21/2021,17:10,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/21/2021,1:36,2.2,ZONA SEISMICA VRANCEA VRANCEA,
2/19/2021,20:50,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/19/2021,15:02,2.9,ZONA SEISMICA VRANCEA VRANCEA,
2/15/2021,13:18,2.2,MARAMURES SATU MARE,
2/15/2021,10:45,3.6,ZONA SEISMICA VRANCEA VRANCEA,
2/14/2021,19:24,3.8,ZONA SEISMICA VRANCEA BUZAU,
2/11/2021,8:32,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/10/2021,21:32,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/10/2021,11:07,3.2,ZONA SEISMICA VRANCEA BUZAU,
2/8/2021,14:09,2.4,BANAT CARAS-SEVERIN,
2/6/2021,8:18,3,ZONA SEISMICA VRANCEA BUZAU,
2/3/2021,19:47,2.4,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
2/3/2021,18:43,2.1,MUNTENIA PRAHOVA,
2/3/2021,18:10,2.3,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
2/3/2021,9:44,2.1,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
2/3/2021,7:28,2.3,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
2/3/2021,5:48,2.4,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
2/3/2021,2:52,3.8,ZONA SEISMICA VRANCEA VRANCEA,
2/3/2021,0:02,3,ZONA SEISMICA VRANCEA BUZAU,
1/30/2021,0:13,3.7,ZONA SEISMICA VRANCEA VRANCEA,
1/24/2021,15:35,2.8,MOLDOVA NEAMT,
1/23/2021,21:58,2.6,TRANSILVANIA HARGHITA,
1/22/2021,2:59,3.1,ZONA SEISMICA VRANCEA VRANCEA,
1/20/2021,5:44,2.5,MOLDOVA VASLUI,
1/19/2021,6:37,3.1,ZONA SEISMICA VRANCEA VRANCEA,
1/18/2021,2:51,3.3,MOLDOVA GALATI,
1/16/2021,18:20,2.9,ZONA SEISMICA VRANCEA VRANCEA,
1/15/2021,14:06,2,DOBROGEA CONSTANTA,
1/15/2021,5:37,2.9,ZONA SEISMICA VRANCEA BUZAU,
1/12/2021,19:00,2.5,ZONA SEISMICA VRANCEA BUZAU,
1/10/2021,19:32,3.6,ZONA SEISMICA VRANCEA VRANCEA,
1/9/2021,3:00,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/8/2021,21:27,3.2,ZONA SEISMICA VRANCEA VRANCEA,
1/8/2021,1:23,2.9,ZONA SEISMICA VRANCEA BUZAU,
1/6/2021,1:50,4,OLTENIA OLT,
1/5/2021,3:25,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/4/2021,16:25,2,MOLDOVA BOTOSANI,
1/3/2021,22:00,2,ZONA SEISMICA VRANCEA BUZAU,
1/2/2021,9:26,2.6,ZONA SEISMICA VRANCEA VRANCEA,
1/2/2021,6:07,2.4,BANAT TIMIS,
1/2/2021,5:00,2.1,BANAT TIMIS,
12/31/2020,22:43,3.6,ZONA SEISMICA VRANCEA BUZAU,
12/31/2020,16:39,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/30/2020,19:53,3.5,ZONA SEISMICA VRANCEA VRANCEA,
12/29/2020,15:32,2.2,ZONA SEISMICA VRANCEA BUZAU,
12/29/2020,3:07,2.3,ZONA SEISMICA VRANCEA BUZAU,
12/28/2020,8:41,3.2,ZONA SEISMICA VRANCEA BUZAU,
12/28/2020,2:32,2,BANAT MEHEDINTI,
12/25/2020,2:15,2.8,ZONA SEISMICA VRANCEA VRANCEA,
12/23/2020,16:27,3.8,ZONA SEISMICA VRANCEA VRANCEA,
12/23/2020,12:45,2.1,DOBROGEA CONSTANTA,
12/22/2020,4:33,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/22/2020,0:21,2.4,ZONA SEISMICA VRANCEA VRANCEA,
12/21/2020,17:30,2.4,ZONA SEISMICA VRANCEA BUZAU,
12/20/2020,20:27,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/19/2020,12:41,3.6,MOLDOVA VASLUI,
12/19/2020,3:59,2.3,ZONA SEISMICA VRANCEA BUZAU,
12/17/2020,21:36,2.2,ZONA SEISMICA VRANCEA VRANCEA,
12/16/2020,11:39,2.4,BANAT TIMIS,
12/16/2020,7:01,2.2,BANAT TIMIS,
12/15/2020,9:46,2.2,TRANSILVANIA HUNEDOARA,
12/15/2020,8:34,2,TRANSILVANIA HUNEDOARA,
12/8/2020,21:18,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/5/2020,20:54,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/5/2020,16:33,2.7,ZONA SEISMICA VRANCEA VRANCEA,
12/5/2020,4:01,2.2,ZONA SEISMICA VRANCEA BUZAU,
11/30/2020,7:12,2,BANAT CARAS-SEVERIN,
11/29/2020,12:39,2.2,TRANSILVANIA SALAJ,
11/28/2020,14:49,3.5,ZONA SEISMICA VRANCEA VRANCEA,
11/28/2020,7:04,2.4,BANAT CARAS-SEVERIN,
11/28/2020,6:18,2.3,BANAT CARAS-SEVERIN,
11/27/2020,14:30,3.8,ZONA SEISMICA VRANCEA BUZAU,
11/27/2020,1:05,2.5,ZONA SEISMICA VRANCEA BUZAU,
11/26/2020,8:18,2.8,ZONA SEISMICA VRANCEA BUZAU,
11/25/2020,11:55,2.4,ZONA SEISMICA VRANCEA VRANCEA,
11/25/2020,0:15,3.3,ZONA SEISMICA VRANCEA BUZAU,
11/24/2020,2:07,2.8,ZONA SEISMICA VRANCEA BUZAU,
11/23/2020,1:01,2,BANAT MEHEDINTI,
11/22/2020,18:30,2.3,SERBIA GRANITA CU ROMANIA,
11/21/2020,18:35,3.6,ZONA SEISMICA VRANCEA BUZAU,
11/20/2020,6:12,2.6,ZONA SEISMICA VRANCEA BUZAU,
11/19/2020,4:02,3.4,ZONA SEISMICA VRANCEA VRANCEA,
11/17/2020,21:53,2.8,MOLDOVA VASLUI,
11/17/2020,11:42,3.1,ZONA SEISMICA VRANCEA VRANCEA,
11/13/2020,18:39,2.4,ZONA SEISMICA VRANCEA VRANCEA,
11/8/2020,13:46,2.5,ZONA SEISMICA VRANCEA VRANCEA,
11/8/2020,5:30,2.3,MOLDOVA NEAMT,
11/5/2020,18:03,2.1,MOLDOVA VASLUI,
11/5/2020,13:21,2.4,MOLDOVA VASLUI,
11/4/2020,16:33,2.3,TRANSILVANIA SALAJ,
11/3/2020,11:14,3.9,ZONA SEISMICA VRANCEA BUZAU,
11/2/2020,15:31,2.6,CRISANA ARAD,
11/2/2020,4:34,2.1,ZONA SEISMICA VRANCEA VRANCEA,
11/2/2020,3:58,3,ZONA SEISMICA VRANCEA VRANCEA,
11/2/2020,3:32,2.4,MOLDOVA VASLUI,
11/1/2020,4:51,2.3,ZONA SEISMICA VRANCEA VRANCEA,
11/1/2020,2:36,3.5,ZONA SEISMICA VRANCEA VRANCEA,
11/1/2020,0:01,2.1,MOLDOVA VASLUI,
10/31/2020,21:36,2.6,MOLDOVA VASLUI,
10/31/2020,20:03,2.6,MOLDOVA VASLUI,
10/31/2020,17:00,2.2,MOLDOVA VASLUI,
10/31/2020,12:00,2.9,MOLDOVA VASLUI,
10/30/2020,12:47,2.4,TRANSILVANIA CLUJ,
10/30/2020,9:14,2.1,ZONA SEISMICA FAGARAS-CAMPULUNG DAMBOVITA,
10/30/2020,0:43,2.6,MOLDOVA VASLUI,
10/30/2020,0:39,4.2,MOLDOVA VASLUI,
10/29/2020,22:14,2.1,MOLDOVA VASLUI,
10/29/2020,22:00,2.9,MOLDOVA VASLUI,
10/29/2020,20:37,3,ZONA SEISMICA VRANCEA BUZAU,
10/27/2020,22:07,2.2,ZONA SEISMICA VRANCEA BUZAU,
10/27/2020,7:50,2.1,ZONA SEISMICA VRANCEA BUZAU,
10/26/2020,11:15,2,TRANSILVANIA HUNEDOARA,
10/25/2020,6:42,2.4,MOLDOVA VRANCEA_SE,
10/25/2020,3:26,3.4,ZONA SEISMICA VRANCEA BUZAU,
10/25/2020,1:22,2.4,ZONA SEISMICA VRANCEA BUZAU,
10/23/2020,18:24,2.7,ZONA SEISMICA VRANCEA BUZAU,
10/23/2020,13:13,2.9,MUNTENIA BRAILA,
10/22/2020,23:21,4,ZONA SEISMICA VRANCEA BUZAU,
10/22/2020,18:57,2.2,ZONA SEISMICA VRANCEA VRANCEA,
10/22/2020,13:03,2.7,ZONA SEISMICA VRANCEA VRANCEA,
10/21/2020,8:55,3.1,MOLDOVA VASLUI,
10/20/2020,15:21,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/19/2020,18:53,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/19/2020,8:01,2.2,MOLDOVA BACAU,
10/18/2020,11:08,3.1,MUNTENIA IALOMITA,
10/14/2020,16:24,2.7,TRANSILVANIA COVASNA,
10/12/2020,17:19,2.7,ZONA SEISMICA VRANCEA VRANCEA,
10/12/2020,16:13,3.1,ZONA SEISMICA VRANCEA BUZAU,
10/11/2020,13:43,2.6,TRANSILVANIA SALAJ,
10/11/2020,9:16,2.7,ZONA SEISMICA VRANCEA PRAHOVA,
10/10/2020,9:29,4,ZONA SEISMICA FAGARAS-CAMPULUNG PRAHOVA,
10/9/2020,11:14,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/7/2020,17:52,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/7/2020,3:51,2.7,MUNTENIA PRAHOVA,
10/6/2020,16:20,2.7,ZONA SEISMICA VRANCEA BUZAU,
10/5/2020,0:29,2.1,ZONA SEISMICA VRANCEA VRANCEA,
10/4/2020,22:56,2,MUNTENIA GIURGIU,
10/4/2020,5:51,3,MUNTENIA GIURGIU,
10/3/2020,17:03,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/2/2020,22:50,2.6,ZONA SEISMICA FAGARAS-CAMPULUNG VALCEA,
9/29/2020,7:35,3.2,ZONA SEISMICA VRANCEA BUZAU,
9/28/2020,11:42,2.4,MOLDOVA GALATI,
9/23/2020,21:54,2.7,ZONA SEISMICA VRANCEA VRANCEA,
9/21/2020,17:19,3.2,BUCOVINA SUCEAVA,
9/20/2020,14:11,2.4,ZONA SEISMICA VRANCEA VRANCEA,
9/20/2020,3:41,2.3,ZONA SEISMICA VRANCEA VRANCEA,
9/15/2020,4:05,2.5,ZONA SEISMICA VRANCEA BUZAU,
9/14/2020,17:00,2.6,ZONA SEISMICA VRANCEA BUZAU,
9/14/2020,0:32,2.4,BANAT TIMIS,
9/13/2020,19:31,2,ZONA SEISMICA VRANCEA VRANCEA,
9/13/2020,17:28,3,ZONA SEISMICA VRANCEA BUZAU,
9/13/2020,0:46,2.3,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2020,12:19,2,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2020,11:13,2,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2020,10:55,2.1,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2020,10:53,2.3,ZONA SEISMICA VRANCEA VRANCEA,
9/6/2020,3:53,3,BUCOVINA SUCEAVA,
9/2/2020,1:11,2,ZONA SEISMICA VRANCEA VRANCEA,
9/1/2020,23:28,2.8,BUCOVINA SUCEAVA,
8/31/2020,14:11,2.9,ZONA SEISMICA VRANCEA VRANCEA,
8/31/2020,2:30,3.7,ZONA SEISMICA VRANCEA VRANCEA,
8/30/2020,8:44,2.2,CRISANA ARAD,
8/30/2020,5:40,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/29/2020,0:21,3.7,ZONA SEISMICA VRANCEA VRANCEA,
8/29/2020,0:04,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/27/2020,6:08,3.1,ZONA SEISMICA VRANCEA VRANCEA,
8/26/2020,16:27,2.6,TRANSILVANIA BRASOV,
8/26/2020,12:03,3.1,ZONA SEISMICA VRANCEA VRANCEA,
8/24/2020,1:22,3.2,ZONA SEISMICA VRANCEA BUZAU,
8/23/2020,17:55,2.3,ZONA SEISMICA VRANCEA VRANCEA,
8/21/2020,10:35,3,ZONA SEISMICA VRANCEA VRANCEA,
8/21/2020,2:12,2,MOLDOVA VASLUI,
8/19/2020,18:15,3.1,ZONA SEISMICA VRANCEA BUZAU,
8/19/2020,13:25,2.6,MOLDOVA GALATI,
8/17/2020,18:45,3.6,ZONA SEISMICA VRANCEA BUZAU,
8/16/2020,19:06,2.8,ZONA SEISMICA VRANCEA BUZAU,
8/16/2020,13:32,3.7,ZONA SEISMICA VRANCEA VRANCEA,
8/16/2020,12:19,3.4,ZONA SEISMICA VRANCEA BUZAU,
8/16/2020,6:52,3.5,ZONA SEISMICA VRANCEA VRANCEA,
8/15/2020,15:54,2.9,ZONA SEISMICA VRANCEA VRANCEA,
8/15/2020,5:28,3.9,ZONA SEISMICA VRANCEA BUZAU,
8/11/2020,2:15,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/10/2020,2:26,3.5,ZONA SEISMICA VRANCEA VRANCEA,
8/8/2020,14:17,2.7,MOLDOVA NEAMT,
8/5/2020,1:40,2.5,MOLDOVA BACAU,
8/4/2020,21:33,2.5,ZONA SEISMICA FAGARAS-CAMPULUNG BRASOV,
8/2/2020,17:54,2,MOLDOVA SUCEAVA,
