date,Time,magnitude,zone,description
5/4/2019,0:58,2.4,ZONA SEISMICA VRANCEA BUZAU,
5/3/2019,1:33,2.8,ZONA SEISMICA VRANCEA BUZAU,
5/2/2019,8:58,3.1,ZONA SEISMICA VRANCEA VRANCEA,
5/1/2019,9:00,4,CRISANA SALAJ,
4/29/2019,23:13,2.1,ZONA SEISMICA VRANCEA VRANCEA,
4/29/2019,1:14,3.3,ZONA SEISMICA VRANCEA VRANCEA,
4/27/2019,0:59,3.2,ZONA SEISMICA VRANCEA BUZAU,
4/23/2019,9:01,3.5,ZONA SEISMICA VRANCEA BUZAU,
4/21/2019,23:37,2.9,ZONA SEISMICA VRANCEA BUZAU,
4/20/2019,14:22,3.6,ZONA SEISMICA VRANCEA BUZAU,
4/18/2019,23:40,2.3,ZONA SEISMICA VRANCEA BUZAU,
4/18/2019,0:01,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/16/2019,13:32,2.2,MOLDOVA SUCEAVA,
4/12/2019,8:25,4,ZONA SEISMICA VRANCEA BUZAU,
4/11/2019,8:06,2.6,ZONA SEISMICA VRANCEA BUZAU,
4/8/2019,22:46,2.4,ZONA SEISMICA VRANCEA VRANCEA,
4/8/2019,6:29,2.9,ZONA SEISMICA VRANCEA BUZAU,
4/5/2019,15:07,3.4,ZONA SEISMICA VRANCEA VRANCEA,
4/3/2019,6:18,2.7,ZONA SEISMICA VRANCEA VRANCEA,
4/3/2019,4:04,2.6,MUNTENIA CALARASI,
4/1/2019,22:01,2.7,ZONA SEISMICA VRANCEA BUZAU,
4/1/2019,11:44,2,ZONA SEISMICA VRANCEA COVASNA,
3/30/2019,21:00,2.6,ZONA SEISMICA VRANCEA VRANCEA,
3/30/2019,1:47,2.7,ZONA SEISMICA VRANCEA COVASNA,
3/26/2019,5:22,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/25/2019,10:57,2.3,ZONA SEISMICA VRANCEA VRANCEA,
3/24/2019,14:22,2.7,ZONA SEISMICA VRANCEA VRANCEA,
3/23/2019,22:02,3.5,ZONA SEISMICA VRANCEA BUZAU,
3/21/2019,6:26,2.5,ZONA SEISMICA VRANCEA BUZAU,
3/19/2019,16:06,2.6,OLTENIA GORJ,
3/17/2019,17:46,2.2,ZONA SEISMICA VRANCEA VRANCEA,
3/17/2019,4:47,3.6,ZONA SEISMICA VRANCEA BUZAU,
3/17/2019,1:07,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/16/2019,14:57,2.9,ZONA SEISMICA VRANCEA BUZAU,
3/15/2019,20:56,2.5,ZONA SEISMICA VRANCEA VRANCEA,
3/15/2019,11:26,2,CRISANA BIHOR,
3/14/2019,13:36,2.4,ZONA SEISMICA VRANCEA VRANCEA,
3/14/2019,12:31,2.6,ZONA SEISMICA VRANCEA BUZAU,
3/13/2019,3:19,3.3,ZONA SEISMICA VRANCEA VRANCEA,
3/8/2019,12:17,2,ZONA SEISMICA VRANCEA VRANCEA,
3/7/2019,0:01,2.9,ZONA SEISMICA VRANCEA VRANCEA,
3/6/2019,23:37,2.5,ZONA SEISMICA VRANCEA VRANCEA,
3/6/2019,8:57,2.3,DOBROGEA CONSTANTA,
3/5/2019,22:10,2.3,ZONA SEISMICA VRANCEA VRANCEA,
3/4/2019,2:15,2.7,ZONA SEISMICA VRANCEA BUZAU,
3/1/2019,0:11,3.6,ZONA SEISMICA VRANCEA VRANCEA,
2/27/2019,11:22,2.5,CRISANA ARAD,
2/26/2019,11:04,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/26/2019,4:26,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/25/2019,9:12,3.1,ZONA SEISMICA VRANCEA BUZAU,
2/24/2019,20:22,2.7,ZONA SEISMICA VRANCEA BUZAU,
2/22/2019,5:26,2.8,ZONA SEISMICA VRANCEA BUZAU,
2/22/2019,2:40,2.5,ZONA SEISMICA VRANCEA VRANCEA,
2/21/2019,14:27,2.1,TRANSILVANIA CLUJ,
2/21/2019,12:18,2.2,CRISANA BIHOR,
2/18/2019,16:16,3.9,ZONA SEISMICA VRANCEA BUZAU,
2/18/2019,4:05,2.9,ZONA SEISMICA VRANCEA VRANCEA,
2/17/2019,11:17,2.1,TRANSILVANIA COVASNA,
2/17/2019,8:19,2.5,ZONA SEISMICA VRANCEA BUZAU,
2/16/2019,22:06,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/16/2019,15:52,2.1,CRISANA ARAD,
2/15/2019,10:25,2,CRISANA BIHOR,
2/14/2019,1:13,2,ZONA SEISMICA VRANCEA VRANCEA,
2/13/2019,21:47,2.7,ZONA SEISMICA FAGARAS-CAMPULUNG DAMBOVITA,
2/13/2019,21:45,3.4,ZONA SEISMICA VRANCEA VRANCEA,
2/13/2019,12:07,2.7,ZONA SEISMICA VRANCEA VRANCEA,
2/13/2019,6:32,2.4,ZONA SEISMICA VRANCEA BUZAU,
2/12/2019,14:31,2,OLTENIA GORJ,
2/12/2019,9:27,2.2,MUNTENIA BUZAU,
2/9/2019,20:03,2.9,ZONA SEISMICA VRANCEA BUZAU,
2/9/2019,5:15,3.6,ZONA SEISMICA VRANCEA BUZAU,
2/7/2019,19:20,2.3,ZONA SEISMICA VRANCEA VRANCEA,
2/7/2019,3:03,2.6,ZONA SEISMICA VRANCEA BUZAU,
2/6/2019,15:08,3,ZONA SEISMICA VRANCEA BUZAU,
2/5/2019,3:18,3.9,ZONA SEISMICA VRANCEA BUZAU,
2/4/2019,4:09,2.7,ZONA SEISMICA VRANCEA VRANCEA,
2/3/2019,22:11,2.3,ZONA SEISMICA VRANCEA BUZAU,
2/3/2019,14:47,2.3,ZONA SEISMICA VRANCEA VRANCEA,
2/3/2019,9:48,2.9,ZONA SEISMICA VRANCEA BUZAU,
1/31/2019,13:25,3,ZONA SEISMICA VRANCEA BUZAU,
1/30/2019,18:56,2.8,ZONA SEISMICA VRANCEA BUZAU,
1/29/2019,11:48,3.8,ZONA SEISMICA VRANCEA BUZAU,
1/29/2019,4:37,2.6,ZONA SEISMICA VRANCEA BUZAU,
1/27/2019,11:55,2.6,ZONA SEISMICA VRANCEA BUZAU,
1/27/2019,11:24,3,ZONA SEISMICA VRANCEA BUZAU,
1/26/2019,12:24,2.8,ZONA SEISMICA VRANCEA VRANCEA,
1/23/2019,21:20,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/22/2019,16:33,2.6,ZONA SEISMICA VRANCEA VRANCEA,
1/21/2019,13:40,2.6,ZONA SEISMICA VRANCEA VRANCEA,
1/21/2019,5:32,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/20/2019,1:27,2.6,ZONA SEISMICA VRANCEA BUZAU,
1/20/2019,0:29,2.5,ZONA SEISMICA VRANCEA BUZAU,
1/19/2019,3:00,3.3,ZONA SEISMICA VRANCEA VRANCEA,
1/18/2019,18:00,2.3,MUNTENIA BRAILA,
1/18/2019,3:24,3.4,ZONA SEISMICA VRANCEA VRANCEA,
1/16/2019,19:20,3.1,ZONA SEISMICA VRANCEA VRANCEA,
1/16/2019,11:26,3,ZONA SEISMICA VRANCEA BUZAU,
1/13/2019,23:56,2.4,ZONA SEISMICA VRANCEA BUZAU,
1/13/2019,22:15,2.5,ZONA SEISMICA VRANCEA BUZAU,
1/12/2019,1:35,2.3,ZONA SEISMICA VRANCEA VRANCEA,
1/11/2019,4:16,2.7,ZONA SEISMICA VRANCEA VRANCEA,
1/9/2019,13:36,4.4,ZONA SEISMICA VRANCEA BUZAU,
1/7/2019,4:05,2,CRISANA ARAD,
1/6/2019,8:46,2.1,CRISANA ARAD,
1/5/2019,14:37,3,ZONA SEISMICA VRANCEA BUZAU,
1/5/2019,2:05,3.2,ZONA SEISMICA VRANCEA BUZAU,
1/3/2019,1:08,2.1,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
1/2/2019,14:03,2.8,ZONA SEISMICA VRANCEA BUZAU,
1/1/2019,0:30,3.1,ZONA SEISMICA VRANCEA VRANCEA,
12/30/2018,1:21,2.4,ZONA SEISMICA VRANCEA VRANCEA,
12/29/2018,23:00,2.6,ZONA SEISMICA VRANCEA VRANCEA,
12/29/2018,3:11,2.1,ZONA SEISMICA VRANCEA VRANCEA,
12/28/2018,16:59,2.8,ZONA SEISMICA VRANCEA BUZAU,
12/28/2018,8:25,3.3,ZONA SEISMICA VRANCEA BUZAU,
12/26/2018,2:05,3.1,ZONA SEISMICA VRANCEA VRANCEA,
12/23/2018,14:29,2.2,ZONA SEISMICA VRANCEA VRANCEA,
12/21/2018,2:01,2.4,ZONA SEISMICA VRANCEA BUZAU,
12/20/2018,1:52,2.5,ZONA SEISMICA VRANCEA VRANCEA,
12/19/2018,15:25,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/18/2018,21:25,2.9,ZONA SEISMICA VRANCEA BUZAU,
12/15/2018,7:31,2.5,ZONA SEISMICA VRANCEA BUZAU,
12/13/2018,23:23,2.2,ZONA SEISMICA VRANCEA VRANCEA,
12/13/2018,16:35,2.7,ZONA SEISMICA VRANCEA BUZAU,
12/13/2018,6:01,3.1,ZONA SEISMICA VRANCEA VRANCEA,
12/12/2018,23:41,2.4,ZONA SEISMICA VRANCEA VRANCEA,
12/12/2018,15:04,2.8,MUNTENIA PRAHOVA,
12/12/2018,12:52,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/12/2018,2:32,2.2,ZONA SEISMICA VRANCEA VRANCEA,
12/11/2018,21:11,2.4,ZONA SEISMICA VRANCEA VRANCEA,
12/9/2018,21:06,3.8,ZONA SEISMICA VRANCEA BUZAU,
12/6/2018,21:58,2.8,ZONA SEISMICA VRANCEA VRANCEA,
12/6/2018,21:32,2.7,ZONA SEISMICA VRANCEA BUZAU,
12/6/2018,16:56,3.6,ZONA SEISMICA VRANCEA BUZAU,
12/5/2018,20:03,2.8,ZONA SEISMICA VRANCEA BUZAU,
12/5/2018,18:49,2.4,ZONA SEISMICA VRANCEA VRANCEA,
12/5/2018,7:33,3.8,ZONA SEISMICA VRANCEA BUZAU,
12/5/2018,2:17,3,ZONA SEISMICA VRANCEA VRANCEA,
12/4/2018,4:26,2.2,ZONA SEISMICA VRANCEA VRANCEA,
12/1/2018,8:40,2.4,ZONA SEISMICA VRANCEA VRANCEA,
11/30/2018,23:49,2.1,ZONA SEISMICA VRANCEA BUZAU,
11/30/2018,6:15,3.7,ZONA SEISMICA VRANCEA VRANCEA,
11/29/2018,10:06,2.4,ZONA SEISMICA VRANCEA BUZAU,
11/26/2018,5:21,3.3,ZONA SEISMICA VRANCEA BUZAU,
11/25/2018,22:15,2.6,ZONA SEISMICA FAGARAS-CAMPULUNG DAMBOVITA,
11/24/2018,13:06,2.1,OLTENIA GORJ,
11/24/2018,4:45,3.2,ZONA SEISMICA VRANCEA VRANCEA,
11/22/2018,6:56,2.4,ZONA SEISMICA VRANCEA VRANCEA,
11/21/2018,1:04,2.5,ZONA SEISMICA VRANCEA BUZAU,
11/20/2018,20:56,3.3,ZONA SEISMICA VRANCEA BUZAU,
11/20/2018,6:22,2.3,ZONA SEISMICA VRANCEA BUZAU,
11/20/2018,1:23,3.2,ZONA SEISMICA VRANCEA VRANCEA,
11/20/2018,1:23,3.7,MOLDOVA NEAMT,
11/19/2018,14:38,2.5,BANAT CARAS-SEVERIN,
11/19/2018,1:29,2.7,ZONA SEISMICA VRANCEA BUZAU,
11/18/2018,5:04,2.2,ZONA SEISMICA VRANCEA COVASNA,
11/16/2018,19:15,2.5,ZONA SEISMICA VRANCEA BUZAU,
11/16/2018,16:53,2.6,ZONA SEISMICA VRANCEA BUZAU,
11/15/2018,19:38,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/15/2018,17:50,2.9,ZONA SEISMICA VRANCEA VRANCEA,
11/13/2018,19:22,2.5,ZONA SEISMICA VRANCEA BUZAU,
11/12/2018,11:54,2.3,TRANSILVANIA BRASOV,
11/12/2018,11:21,2.3,ZONA SEISMICA VRANCEA BUZAU,
11/11/2018,6:11,2.4,ZONA SEISMICA VRANCEA BUZAU,
11/9/2018,12:33,2.9,ZONA SEISMICA VRANCEA VRANCEA,
11/9/2018,3:14,3.7,BANAT CARAS-SEVERIN,
11/8/2018,7:35,3.5,ZONA SEISMICA VRANCEA VRANCEA,
11/8/2018,5:47,3.7,ZONA SEISMICA VRANCEA VRANCEA,
11/7/2018,14:27,3,ZONA SEISMICA VRANCEA VRANCEA,
11/6/2018,21:48,3.2,ZONA SEISMICA VRANCEA VRANCEA,
11/6/2018,10:45,2.2,CRISANA ARAD,
11/5/2018,1:45,3.1,ZONA SEISMICA VRANCEA VRANCEA,
11/4/2018,9:32,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/3/2018,18:34,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/1/2018,11:15,2.9,ZONA SEISMICA VRANCEA VRANCEA,
11/1/2018,4:33,2.7,MOLDOVA VASLUI,
10/28/2018,17:46,3.6,ZONA SEISMICA VRANCEA BUZAU,
10/28/2018,5:48,3.2,ZONA SEISMICA VRANCEA BUZAU,
10/28/2018,3:38,5.9,ZONA SEISMICA VRANCEA BUZAU,
10/26/2018,20:42,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/26/2018,16:39,2.1,ZONA SEISMICA VRANCEA VRANCEA,
10/23/2018,17:31,2.7,ZONA SEISMICA VRANCEA VRANCEA,
10/22/2018,13:20,2.4,ZONA SEISMICA VRANCEA BUZAU,
10/21/2018,10:03,2.7,ZONA SEISMICA VRANCEA VRANCEA,
10/20/2018,17:14,3.2,ZONA SEISMICA VRANCEA COVASNA,
10/19/2018,13:35,2.5,MUNTENIA IALOMITA,
10/19/2018,5:07,2.2,ZONA SEISMICA VRANCEA VRANCEA,
10/18/2018,23:25,3.5,ZONA SEISMICA VRANCEA BUZAU,
10/17/2018,6:55,2.6,MUNTENIA IALOMITA,
10/15/2018,19:57,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/15/2018,7:23,2.9,MOLDOVA GALATI,
10/14/2018,15:12,2.1,MOLDOVA VRANCEA_NE,
10/12/2018,15:32,2.6,ZONA SEISMICA VRANCEA BUZAU,
10/12/2018,9:32,2.5,ZONA SEISMICA VRANCEA BUZAU,
10/11/2018,19:37,2.6,ZONA SEISMICA VRANCEA VRANCEA,
10/11/2018,13:37,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/8/2018,15:49,2.6,ZONA SEISMICA VRANCEA BUZAU,
10/7/2018,20:29,2.1,MUNTENIA IALOMITA,
10/7/2018,18:09,3,MUNTENIA IALOMITA,
10/7/2018,15:30,2,MUNTENIA IALOMITA,
10/7/2018,14:36,2.9,MUNTENIA IALOMITA,
10/7/2018,14:22,2.2,MUNTENIA IALOMITA,
10/7/2018,14:15,2.2,MUNTENIA IALOMITA,
10/7/2018,5:50,2.5,TRANSILVANIA COVASNA,
10/3/2018,21:56,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/3/2018,4:20,2.1,ZONA SEISMICA VRANCEA PRAHOVA,
10/2/2018,14:06,2.1,MARAMURES MARAMURES,
10/1/2018,11:35,2.8,ZONA SEISMICA VRANCEA BUZAU,
9/30/2018,4:22,2.9,ZONA SEISMICA VRANCEA VRANCEA,
9/29/2018,22:02,3.4,ZONA SEISMICA VRANCEA BUZAU,
9/25/2018,19:30,3.1,ZONA SEISMICA VRANCEA VRANCEA,
9/22/2018,5:04,4.1,ZONA SEISMICA VRANCEA BUZAU,
9/20/2018,4:38,2.4,ZONA SEISMICA VRANCEA BRASOV,
9/19/2018,5:43,3.9,ZONA SEISMICA VRANCEA VRANCEA,
9/18/2018,12:32,3.6,ZONA SEISMICA VRANCEA VRANCEA,
9/16/2018,9:19,3.3,ZONA SEISMICA VRANCEA BUZAU,
9/14/2018,17:06,3,ZONA SEISMICA VRANCEA BUZAU,
9/14/2018,0:12,3,ZONA SEISMICA VRANCEA VRANCEA,
9/13/2018,7:29,2.9,ZONA SEISMICA VRANCEA VRANCEA,
9/13/2018,0:06,2.2,ZONA SEISMICA VRANCEA VRANCEA,
9/12/2018,20:16,2.2,ZONA SEISMICA VRANCEA BRASOV,
9/11/2018,21:49,2.3,ZONA SEISMICA VRANCEA VRANCEA,
9/8/2018,13:56,3.5,ZONA SEISMICA VRANCEA VRANCEA,
9/7/2018,14:43,2.5,ZONA SEISMICA VRANCEA VRANCEA,
9/6/2018,8:45,3.1,MUNTENIA BUZAU,
9/5/2018,2:31,2.2,ZONA SEISMICA VRANCEA VRANCEA,
9/4/2018,3:56,2.3,ZONA SEISMICA VRANCEA BUZAU,
9/1/2018,15:53,2.7,ZONA SEISMICA VRANCEA VRANCEA,
8/31/2018,0:54,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/30/2018,10:48,2,CRISANA BIHOR,
8/30/2018,3:26,3.1,ZONA SEISMICA VRANCEA VRANCEA,
8/29/2018,10:33,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/29/2018,10:03,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/29/2018,1:46,2.4,ZONA SEISMICA VRANCEA VRANCEA,
8/27/2018,23:06,3.2,ZONA SEISMICA VRANCEA BUZAU,
8/27/2018,22:41,2,ZONA SEISMICA VRANCEA BUZAU,
8/26/2018,0:16,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/25/2018,3:59,2.3,BANAT CARAS-SEVERIN,
8/23/2018,10:46,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/22/2018,17:52,4.2,ZONA SEISMICA VRANCEA VRANCEA,
8/20/2018,13:47,2.5,ZONA SEISMICA VRANCEA BUZAU,
8/20/2018,12:59,2.6,ZONA SEISMICA VRANCEA VRANCEA,
8/19/2018,8:31,2.9,ZONA SEISMICA VRANCEA BUZAU,
8/19/2018,5:54,2.3,ZONA SEISMICA VRANCEA BUZAU,
8/19/2018,5:28,3.4,MOLDOVA BACAU,
8/19/2018,5:28,3.5,ZONA SEISMICA VRANCEA BUZAU,
8/19/2018,1:03,2.4,ZONA SEISMICA VRANCEA BUZAU,
8/18/2018,10:59,2.3,ZONA SEISMICA VRANCEA BUZAU,
8/16/2018,22:24,2.3,ZONA SEISMICA VRANCEA BUZAU,
8/15/2018,20:22,2.2,OLTENIA GORJ,
8/13/2018,4:50,2.5,ZONA SEISMICA VRANCEA BUZAU,
8/12/2018,20:16,2.5,ZONA SEISMICA VRANCEA VRANCEA,
8/8/2018,22:46,3.8,ZONA SEISMICA VRANCEA BUZAU,
8/8/2018,1:02,2.3,ZONA SEISMICA VRANCEA BUZAU,
8/7/2018,11:57,2.1,TRANSILVANIA BRASOV,
8/2/2018,5:46,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/1/2018,7:29,2.5,ZONA SEISMICA VRANCEA BUZAU,
7/29/2018,21:47,3.4,ZONA SEISMICA VRANCEA BUZAU,
7/28/2018,19:59,2,MUNTENIA PRAHOVA,
7/25/2018,5:40,2.1,MUNTENIA CALARASI,
7/22/2018,13:48,2.8,MUNTENIA BUZAU,
7/20/2018,10:11,2.4,ZONA SEISMICA VRANCEA COVASNA,
7/18/2018,10:08,3.1,ZONA SEISMICA VRANCEA VRANCEA,
7/18/2018,5:50,2.5,ZONA SEISMICA VRANCEA VRANCEA,
7/17/2018,11:45,2.5,BANAT CARAS-SEVERIN,
7/17/2018,7:03,2.4,MUNTENIA PRAHOVA,
7/16/2018,15:42,3.1,ZONA SEISMICA VRANCEA BUZAU,
7/16/2018,10:32,2,MARAMURES MARAMURES,
7/16/2018,1:22,2.6,ZONA SEISMICA VRANCEA VRANCEA,
7/15/2018,10:15,3.5,MOLDOVA BACAU,
7/14/2018,1:56,2.9,ZONA SEISMICA VRANCEA VRANCEA,
7/13/2018,18:49,2.6,ZONA SEISMICA VRANCEA VRANCEA,
7/12/2018,20:51,3.1,ZONA SEISMICA VRANCEA BUZAU,
7/12/2018,4:05,2.8,ZONA SEISMICA VRANCEA VRANCEA,
7/12/2018,0:57,2.4,ZONA SEISMICA VRANCEA BUZAU,
7/11/2018,17:34,2.6,ZONA SEISMICA VRANCEA BUZAU,
7/11/2018,8:38,3.3,ZONA SEISMICA VRANCEA VRANCEA,
7/10/2018,15:35,3.4,ZONA SEISMICA VRANCEA BUZAU,
7/10/2018,14:33,2,MARAMURES MARAMURES,
7/7/2018,15:07,2.5,ZONA SEISMICA VRANCEA BUZAU,
7/7/2018,14:23,2.8,ZONA SEISMICA VRANCEA VRANCEA,
7/7/2018,1:48,3.1,ZONA SEISMICA VRANCEA BUZAU,
7/2/2018,2:35,3,ZONA SEISMICA VRANCEA BUZAU,
7/1/2018,23:40,2.1,ZONA SEISMICA VRANCEA VRANCEA,
7/1/2018,15:17,2.7,ZONA SEISMICA VRANCEA BUZAU,
7/1/2018,8:30,2.1,MUNTENIA BRAILA,
6/30/2018,20:47,2.6,ZONA SEISMICA VRANCEA VRANCEA,
6/30/2018,9:55,2,ZONA SEISMICA VRANCEA VRANCEA,
6/30/2018,6:46,2.9,ZONA SEISMICA VRANCEA BUZAU,
6/29/2018,10:42,3.2,ZONA SEISMICA VRANCEA VRANCEA,
6/29/2018,1:17,2.2,ZONA SEISMICA VRANCEA VRANCEA,
6/28/2018,12:28,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/27/2018,17:06,3.2,ZONA SEISMICA VRANCEA BUZAU,
6/25/2018,13:56,3.7,ZONA SEISMICA VRANCEA BUZAU,
6/25/2018,8:16,3.8,MUNTENIA TELEORMAN,
6/21/2018,15:34,2.8,ZONA SEISMICA VRANCEA BUZAU,
6/20/2018,20:26,2.7,ZONA SEISMICA VRANCEA VRANCEA,
6/20/2018,2:05,3.7,ZONA SEISMICA VRANCEA BUZAU,
6/19/2018,17:16,3.3,ZONA SEISMICA VRANCEA BUZAU,
6/19/2018,16:31,4.2,TRANSILVANIA MURES,
6/19/2018,16:31,3.5,ZONA SEISMICA VRANCEA BUZAU,
6/17/2018,4:11,2.4,ZONA SEISMICA VRANCEA VRANCEA,
6/17/2018,0:40,3.7,ZONA SEISMICA VRANCEA VRANCEA,
6/15/2018,16:21,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/13/2018,23:50,2.6,ZONA SEISMICA VRANCEA VRANCEA,
6/13/2018,5:56,3.3,ZONA SEISMICA VRANCEA BUZAU,
6/12/2018,21:20,3.1,ZONA SEISMICA VRANCEA VRANCEA,
6/10/2018,23:00,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/10/2018,7:16,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/8/2018,20:31,2.7,DOBROGEA TULCEA,
6/7/2018,19:40,2.9,ZONA SEISMICA VRANCEA BUZAU,
6/6/2018,2:02,2.1,OLTENIA GORJ,
6/5/2018,23:34,2.5,ZONA SEISMICA VRANCEA VRANCEA,
6/5/2018,3:30,2.1,ZONA SEISMICA VRANCEA VRANCEA,
6/4/2018,19:48,2.4,ZONA SEISMICA VRANCEA BUZAU,
6/3/2018,12:01,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/3/2018,0:37,2.1,BANAT CARAS-SEVERIN,
5/31/2018,20:18,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/29/2018,21:24,3,ZONA SEISMICA VRANCEA VRANCEA,
5/29/2018,18:33,2.5,ZONA SEISMICA VRANCEA BUZAU,
5/28/2018,16:42,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/26/2018,6:38,2.3,ZONA SEISMICA VRANCEA VRANCEA,
5/25/2018,5:32,2.5,ZONA SEISMICA VRANCEA BUZAU,
5/25/2018,1:18,2.6,ZONA SEISMICA VRANCEA BUZAU,
5/23/2018,11:31,3,ZONA SEISMICA VRANCEA VRANCEA,
5/22/2018,17:49,2.1,ZONA SEISMICA VRANCEA BUZAU,
5/22/2018,1:09,2.8,MUNTENIA CALARASI,
5/21/2018,13:31,2.6,ZONA SEISMICA VRANCEA BUZAU,
5/19/2018,21:33,2.3,ZONA SEISMICA VRANCEA BUZAU,
5/18/2018,3:35,2.2,ZONA SEISMICA VRANCEA VRANCEA,
5/17/2018,12:09,2,CRISANA BIHOR,
5/15/2018,12:00,2,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
5/14/2018,11:36,2,ZONA SEISMICA VRANCEA VRANCEA,
5/14/2018,11:17,3.3,ZONA SEISMICA VRANCEA VRANCEA,
5/13/2018,20:11,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/12/2018,10:57,2.8,ZONA SEISMICA VRANCEA VRANCEA,
5/11/2018,7:49,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/9/2018,22:18,2.1,ZONA SEISMICA VRANCEA VRANCEA,
5/8/2018,17:07,2.4,ZONA SEISMICA VRANCEA VRANCEA,
5/7/2018,21:12,2.5,ZONA SEISMICA VRANCEA BUZAU,
5/5/2018,11:13,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/4/2018,13:54,2.1,ZONA SEISMICA VRANCEA VRANCEA,
5/4/2018,13:52,3,ZONA SEISMICA VRANCEA BUZAU,
5/4/2018,1:41,3,ZONA SEISMICA VRANCEA BUZAU,
4/28/2018,12:02,2.1,ZONA SEISMICA VRANCEA VRANCEA,
4/27/2018,4:57,2.7,ZONA SEISMICA VRANCEA BUZAU,
4/26/2018,14:44,3.5,ZONA SEISMICA VRANCEA BUZAU,
4/26/2018,0:48,2.2,ZONA SEISMICA VRANCEA BUZAU,
4/25/2018,20:15,4.5,ZONA SEISMICA VRANCEA BUZAU,
4/23/2018,21:11,2.6,TRANSILVANIA COVASNA,
4/20/2018,16:06,2.1,ZONA SEISMICA VRANCEA BUZAU,
4/20/2018,2:40,2.8,ZONA SEISMICA VRANCEA VRANCEA,
4/17/2018,14:44,2.6,ZONA SEISMICA VRANCEA VRANCEA,
4/16/2018,1:01,2.2,MUNTENIA BUZAU,
4/15/2018,18:15,2.6,ZONA SEISMICA VRANCEA VRANCEA,
4/13/2018,5:12,2,ZONA SEISMICA VRANCEA VRANCEA,
4/10/2018,3:15,3.1,ZONA SEISMICA VRANCEA BUZAU,
4/8/2018,9:57,2.5,ZONA SEISMICA VRANCEA VRANCEA,
4/8/2018,7:28,2.3,ZONA SEISMICA VRANCEA VRANCEA,
4/7/2018,20:39,3.4,ZONA SEISMICA VRANCEA PRAHOVA,
4/4/2018,6:39,3.5,ZONA SEISMICA VRANCEA BUZAU,
4/1/2018,15:21,3.2,ZONA SEISMICA VRANCEA VRANCEA,
3/30/2018,21:56,3,ZONA SEISMICA VRANCEA BUZAU,
3/29/2018,14:49,2.7,MOLDOVA GALATI,
3/28/2018,17:16,2.5,ZONA SEISMICA VRANCEA VRANCEA,
3/27/2018,15:16,2.8,ZONA SEISMICA VRANCEA BUZAU,
3/27/2018,1:04,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/26/2018,8:41,2.3,ZONA SEISMICA VRANCEA VRANCEA,
3/21/2018,21:38,2.3,ZONA SEISMICA VRANCEA VRANCEA,
3/20/2018,20:43,2,ZONA SEISMICA VRANCEA BUZAU,
3/20/2018,17:24,2,ZONA SEISMICA VRANCEA BUZAU,
3/20/2018,14:51,2.2,ZONA SEISMICA VRANCEA BUZAU,
3/20/2018,10:28,2.1,ZONA SEISMICA VRANCEA BUZAU,
3/18/2018,20:55,2.1,MOLDOVA GALATI,
3/17/2018,2:22,3.9,ZONA SEISMICA VRANCEA BUZAU,
3/15/2018,9:57,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/14/2018,12:24,4.6,ZONA SEISMICA VRANCEA VRANCEA,
3/8/2018,11:26,2.1,CRISANA BIHOR,
3/8/2018,4:33,2,MUNTENIA PRAHOVA,
3/7/2018,11:04,2.4,ZONA SEISMICA VRANCEA VRANCEA,
3/6/2018,12:55,2.4,ZONA SEISMICA VRANCEA VRANCEA,
